id,label,sif,rnn,attention,hybrid
1,1,0.05202151834964752,0.9261976480484009,0.9638535380363464,0.9527677893638611
2,1,0.15658463537693024,0.9572824835777283,0.928933322429657,0.9478041529655457
3,0,0.04823903739452362,0.889421284198761,0.11758861690759659,0.04882064089179039
4,0,0.02482639253139496,0.05504753068089485,0.06555311381816864,0.06478945910930634
5,0,0.030803833156824112,0.8752434849739075,0.41241034865379333,0.09015939384698868
6,0,0.20649120211601257,0.08433600515127182,0.05178333446383476,0.0530337393283844
10,0,0.056047551333904266,0.04829369857907295,0.06152337044477463,0.04721022769808769
11,0,0.0219352375715971,0.09473571926355362,0.05756395682692528,0.052436914294958115
12,1,0.05741407722234726,0.054975420236587524,0.8721162676811218,0.8219203352928162
13,0,0.01632603071630001,0.05299026146531105,0.05596785619854927,0.05254805088043213
14,0,0.03832775726914406,0.06674908101558685,0.04577552154660225,0.04597453773021698
15,0,0.04104793071746826,0.04967113584280014,0.04466186836361885,0.04604766145348549
17,1,0.036092787981033325,0.8918962478637695,0.9646727442741394,0.953278660774231
18,0,0.031885500997304916,0.050698474049568176,0.04470378905534744,0.05521028861403465
20,1,0.026705067604780197,0.8881325125694275,0.9514716267585754,0.9284248352050781
22,0,0.028089141473174095,0.05136051028966904,0.0689157173037529,0.052778299897909164
23,1,0.028473494574427605,0.9497063159942627,0.955232560634613,0.953568160533905
25,0,0.04957010596990585,0.056665148586034775,0.05207127705216408,0.049624912440776825
26,0,0.05237560346722603,0.06399842351675034,0.055661141872406006,0.05527092516422272
29,1,0.0412125363945961,0.8097758889198303,0.9725877046585083,0.9535126686096191
30,0,0.057271454483270645,0.056554608047008514,0.05100732669234276,0.04611174762248993
31,0,0.025762006640434265,0.05126458406448364,0.0697246864438057,0.04927828162908554
33,0,0.03225770592689514,0.05066573992371559,0.06831862777471542,0.05235504359006882
34,0,0.03717678040266037,0.06696300953626633,0.07074564695358276,0.04797663539648056
35,0,0.017633212730288506,0.055669527500867844,0.04942750930786133,0.04974481463432312
39,0,0.049362972378730774,0.05146094784140587,0.0641108825802803,0.05774926021695137
40,0,0.04665689915418625,0.058284468948841095,0.05495490878820419,0.05179344490170479
42,0,0.047672469168901443,0.05330359563231468,0.05053338780999184,0.049555592238903046
43,0,0.035634953528642654,0.05207628011703491,0.03148985654115677,0.03812427446246147
45,0,0.043187711387872696,0.05248783528804779,0.05133435130119324,0.048869144171476364
46,0,0.039880186319351196,0.08551155030727386,0.06060153245925903,0.04686904326081276
48,0,0.04506950080394745,0.9248780608177185,0.41854965686798096,0.22808201611042023
50,0,0.030526842921972275,0.054545190185308456,0.057864949107170105,0.053041063249111176
51,0,0.018113670870661736,0.053198978304862976,0.05524740740656853,0.056124746799468994
52,0,0.0506865456700325,0.054813534021377563,0.060335587710142136,0.051659636199474335
55,0,0.053402625024318695,0.055832915008068085,0.05010046064853668,0.05127403512597084
59,0,0.04950467497110367,0.05325298756361008,0.04593340680003166,0.044450268149375916
61,0,0.030098607763648033,0.06717555224895477,0.06276722252368927,0.05373625084757805
63,0,0.023725831881165504,0.0525272935628891,0.05112884193658829,0.04628479480743408
64,0,0.050675876438617706,0.061909325420856476,0.053575679659843445,0.040761493146419525
67,0,0.04042639955878258,0.052574027329683304,0.049189988523721695,0.047080740332603455
69,0,0.05691491812467575,0.051204219460487366,0.050841622054576874,0.052383434027433395
70,0,0.053430669009685516,0.04883918911218643,0.049528732895851135,0.047153130173683167
73,1,0.04336235672235489,0.953665554523468,0.9555986523628235,0.9447863698005676
76,0,0.03684403374791145,0.05409122630953789,0.053996868431568146,0.04312967509031296
78,0,0.048053447157144547,0.05275629460811615,0.04142973944544792,0.04999682679772377
80,0,0.058431465178728104,0.056940555572509766,0.04872843623161316,0.05331519991159439
81,0,0.025202685967087746,0.053241729736328125,0.044812850654125214,0.053786344826221466
82,0,0.037956658750772476,0.04653984308242798,0.061196740716695786,0.048583999276161194
83,1,0.03260163590312004,0.9571223855018616,0.652845561504364,0.9639613628387451
84,0,0.04075237736105919,0.05403205379843712,0.0640573799610138,0.055277831852436066
85,0,0.04963924363255501,0.04567530006170273,0.04452136531472206,0.05064114183187485
86,0,0.039176080375909805,0.06003027409315109,0.050540532916784286,0.04389962553977966
93,0,0.02132713608443737,0.05655723810195923,0.05043887346982956,0.05458620935678482
94,0,0.04308416694402695,0.05752680450677872,0.04983242228627205,0.05153487250208855
95,0,0.02127445675432682,0.04993090406060219,0.05129028484225273,0.05230594798922539
98,0,0.006652084644883871,0.05241033062338829,0.040093690156936646,0.045516714453697205
101,0,0.061889491975307465,0.05516413226723671,0.05400879308581352,0.05043868348002434
103,0,0.033040329813957214,0.051789186894893646,0.0643361285328865,0.05266738310456276
104,0,0.022103620693087578,0.06406843662261963,0.052104223519563675,0.046876028180122375
105,0,0.036815229803323746,0.04874527454376221,0.0444311648607254,0.04747144132852554
107,0,0.08381425589323044,0.060435399413108826,0.06253012269735336,0.04855926334857941
109,0,0.043417081236839294,0.05552665889263153,0.06097757816314697,0.0511946976184845
110,0,0.05051935464143753,0.058445341885089874,0.05236246809363365,0.05419325456023216
111,1,0.0382215641438961,0.9498358964920044,0.9420852661132812,0.9470630288124084
113,1,0.03852476552128792,0.9539851546287537,0.96560138463974,0.9473896026611328
114,0,0.01952201873064041,0.05662374198436737,0.04271961376070976,0.05171439051628113
116,0,0.025978995487093925,0.0452287383377552,0.056019123643636703,0.05493190884590149
117,0,0.051775187253952026,0.04902610555291176,0.05512874945998192,0.05378725379705429
118,0,0.03617056831717491,0.040744710713624954,0.0446186363697052,0.0549011267721653
119,0,0.02997557446360588,0.05397891253232956,0.060026224702596664,0.05780429020524025
120,1,0.9579636454582214,0.9703850150108337,0.5692571997642517,0.9596372842788696
121,1,0.43317505717277527,0.9497801065444946,0.9585182666778564,0.9539400339126587
123,0,0.042791496962308884,0.051130328327417374,0.19184541702270508,0.06283459067344666
128,0,0.042378827929496765,0.05962201952934265,0.059302303940057755,0.04976008087396622
129,0,0.021274585276842117,0.04171852394938469,0.05016687139868736,0.04664980247616768
130,0,0.02832147106528282,0.05361764505505562,0.05928982049226761,0.036374643445014954
131,1,0.048307470977306366,0.9531945586204529,0.9330088496208191,0.9438247680664062
133,0,0.05279183015227318,0.056313253939151764,0.05957392230629921,0.057229332625865936
136,0,0.030519384890794754,0.05515717342495918,0.06680016964673996,0.05011393502354622
137,1,0.027440806850790977,0.06347666680812836,0.04160797595977783,0.043309662491083145
139,0,0.05548994615674019,0.049084268510341644,0.048831477761268616,0.04688764363527298
140,0,0.05220038816332817,0.04505619779229164,0.062151066958904266,0.0503443107008934
142,0,0.027461979538202286,0.057523004710674286,0.05263293534517288,0.04548287019133568
144,0,0.04143387824296951,0.05679522454738617,0.04941713809967041,0.05517558753490448
145,0,0.026354461908340454,0.0668170228600502,0.06788130849599838,0.056860893964767456
146,0,0.050150904804468155,0.04498952999711037,0.04289735481142998,0.04937967285513878
149,0,0.05122091993689537,0.07263223826885223,0.05928052216768265,0.04643628001213074
150,0,0.04455700144171715,0.048531532287597656,0.05203013867139816,0.047551583498716354
152,0,0.040749821811914444,0.05718088895082474,0.07227461040019989,0.050220388919115067
153,0,0.04322383552789688,0.08729352802038193,0.05170329287648201,0.05349784344434738
154,0,0.03173380717635155,0.05384477227926254,0.06167738884687424,0.048182085156440735
155,0,0.03757626190781593,0.054216790944337845,0.057495005428791046,0.05390847474336624
