id,label,sif,rnn,attention,hybrid
0,0,0.4599125385284424,0.17998847365379333,0.24672991037368774,0.15657439827919006
1,0,0.4441412091255188,0.04679255187511444,0.0788167417049408,0.07107281684875488
2,1,0.465045303106308,0.5067503452301025,0.7789893746376038,0.6880444884300232
3,0,0.4533044993877411,0.09502973407506943,0.03237619996070862,0.016735639423131943
4,0,0.45343196392059326,0.12132420390844345,0.1227065846323967,0.14310699701309204
5,0,0.4468325674533844,0.03797769546508789,0.0788901150226593,0.0834617167711258
6,0,0.4344216585159302,0.0426795519888401,0.02794460579752922,0.024528084322810173
7,0,0.44006773829460144,0.17006869614124298,0.0574667751789093,0.0392397977411747
8,0,0.458620548248291,0.31616801023483276,0.3339978754520416,0.3156232535839081
10,0,0.4382000267505646,0.08628308773040771,0.03645498678088188,0.030463386327028275
11,0,0.4547632038593292,0.24232913553714752,0.24144798517227173,0.19065891206264496
16,0,0.44641849398612976,0.3548058569431305,0.02968699485063553,0.13170014321804047
18,0,0.44567885994911194,0.07917115092277527,0.06842546910047531,0.056232500821352005
19,1,0.4676833748817444,0.480802446603775,0.5053096413612366,0.7377496957778931
20,0,0.4529060125350952,0.054450418800115585,0.03266427665948868,0.02085029147565365
21,0,0.4620542824268341,0.14083944261074066,0.08627523481845856,0.0696578100323677
22,0,0.42497196793556213,0.4236987829208374,0.12906579673290253,0.08579536527395248
23,1,0.46008238196372986,0.19798517227172852,0.1209312155842781,0.1807047575712204
24,1,0.4312109649181366,0.1721334606409073,0.03665102273225784,0.09167661517858505
28,0,0.4390147626399994,0.0566430501639843,0.1121935248374939,0.07126648724079132
29,0,0.45412182807922363,0.08602266013622284,0.1575145423412323,0.12863630056381226
30,0,0.4533044993877411,0.09502973407506943,0.03237619996070862,0.016735631972551346
31,0,0.438615620136261,0.22897662222385406,0.08842015266418457,0.21097050607204437
32,0,0.46310752630233765,0.22677072882652283,0.13701531291007996,0.10169663280248642
36,0,0.453265905380249,0.12046047300100327,0.2788292169570923,0.21102963387966156
37,1,0.46587225794792175,0.5606993436813354,0.7809410691261292,0.7093737125396729
40,0,0.46038010716438293,0.10098481178283691,0.08572666347026825,0.08128207176923752
41,0,0.43934983015060425,0.16299398243427277,0.25123023986816406,0.1245424821972847
42,1,0.470356822013855,0.5924009680747986,0.7809061408042908,0.7447105050086975
43,0,0.43445420265197754,0.051397014409303665,0.04812998324632645,0.02936481311917305
44,0,0.4467180073261261,0.2531469166278839,0.035158347338438034,0.03300362825393677
47,0,0.4632584750652313,0.4512326121330261,0.36578094959259033,0.46169036626815796
48,1,0.46359115839004517,0.5144849419593811,0.5235307812690735,0.7952271103858948
50,0,0.46125420928001404,0.11016447842121124,0.021744059398770332,0.023775044828653336
53,1,0.45450806617736816,0.5011010766029358,0.464399516582489,0.5286352038383484
54,1,0.46236729621887207,0.3760501742362976,0.6698153614997864,0.6836032867431641
55,0,0.4389665126800537,0.2588157057762146,0.5051019787788391,0.37641650438308716
56,0,0.45675814151763916,0.1820281445980072,0.173400416970253,0.10086853802204132
57,0,0.4448103606700897,0.058740198612213135,0.04296492040157318,0.04960746318101883
58,0,0.4418073296546936,0.06835765391588211,0.1112324520945549,0.08001209050416946
59,0,0.4314138889312744,0.06453036516904831,0.6843647360801697,0.5713374614715576
60,0,0.42782750725746155,0.021930698305368423,0.04945245012640953,0.056402046233415604
61,0,0.4527074992656708,0.10370545834302902,0.05416613072156906,0.026752876117825508
62,1,0.4538247585296631,0.4849778115749359,0.8028988838195801,0.7254573106765747
63,0,0.4520987272262573,0.0501277856528759,0.0493992455303669,0.029325975105166435
66,1,0.4521045386791229,0.3771694302558899,0.3560490310192108,0.6755755543708801
67,0,0.45069512724876404,0.21394722163677216,0.23388762772083282,0.1043931096792221
68,0,0.46350380778312683,0.14487232267856598,0.22700174152851105,0.10418649017810822
70,0,0.4523962140083313,0.05332164466381073,0.0470651276409626,0.05859895050525665
71,0,0.430694580078125,0.172830268740654,0.3126148283481598,0.5087658762931824
73,0,0.45754194259643555,0.17766143381595612,0.06785254180431366,0.05598946660757065
74,0,0.46051549911499023,0.13153190910816193,0.09249859303236008,0.06424359232187271
76,0,0.41839098930358887,0.18377070128917694,0.17717204988002777,0.16841772198677063
78,0,0.45089268684387207,0.0661962628364563,0.03838253393769264,0.03567624092102051
79,0,0.4541400372982025,0.32530027627944946,0.10929396003484726,0.05362330749630928
