id,label,sif,rnn,attention,hybrid
0,0,0.061692170798778534,0.37929782271385193,0.06873589009046555,0.059130486100912094
1,0,0.006822213996201754,0.029519299045205116,0.11223651468753815,0.038933224976062775
2,0,0.36061012744903564,0.24683010578155518,0.1726166158914566,0.19353602826595306
3,0,0.01770738698542118,0.1013222262263298,0.040752485394477844,0.05153875797986984
4,0,0.15915779769420624,0.1689317673444748,0.045280493795871735,0.04578655585646629
7,1,0.022774234414100647,0.0579795278608799,0.03378283977508545,0.054848138242959976
10,0,0.027986524626612663,0.023927204310894012,0.08079846203327179,0.06023629382252693
11,0,0.0431133508682251,0.05422224476933479,0.08123955130577087,0.05262017622590065
13,0,0.043916136026382446,0.020528731867671013,0.0478372648358345,0.08391022682189941
14,0,0.002130317036062479,0.03864322230219841,0.036993104964494705,0.04152766242623329
15,0,0.07281375676393509,0.07538827508687973,0.07518128305673599,0.04457945376634598
17,0,0.4554116129875183,0.5086395144462585,0.21291086077690125,0.041841305792331696
23,0,0.12832391262054443,0.05752761289477348,0.16176988184452057,0.09247744828462601
25,0,0.022155875340104103,0.04926539584994316,0.07970020920038223,0.04426741227507591
27,0,0.17809730768203735,0.0199415385723114,0.0595010481774807,0.04351358115673065
28,0,0.5035984516143799,0.1416439712047577,0.05543891713023186,0.8245300650596619
29,0,0.01645996980369091,0.038112521171569824,0.04931504651904106,0.04995734989643097
31,0,0.05859167128801346,0.08308255672454834,0.027465790510177612,0.0521424375474453
33,0,0.02218652330338955,0.056746143847703934,0.042596377432346344,0.07874840497970581
35,0,0.003231179201975465,0.026249337941408157,0.049216195940971375,0.05166786536574364
38,0,0.08162571489810944,0.018600333482027054,0.029704051092267036,0.05648331344127655
39,0,0.4326654374599457,0.07932614535093307,0.042643383145332336,0.05071929469704628
40,0,0.4635908305644989,0.06999609619379044,0.24593856930732727,0.06708833575248718
41,0,0.09450025111436844,0.3032117187976837,0.03578770533204079,0.05509084463119507
44,0,0.07632948458194733,0.22054384648799896,0.405164897441864,0.05741539224982262
46,0,0.010957788676023483,0.020278872922062874,0.05283675715327263,0.06879125535488129
51,0,0.04433944821357727,0.4847515821456909,0.07382670789957047,0.04437572509050369
52,0,0.10465046018362045,0.05271650105714798,0.03540816158056259,0.03770676627755165
53,0,0.023937081918120384,0.04593556374311447,0.044302042573690414,0.062467820942401886
54,0,0.5294643044471741,0.4165176451206207,0.09826063364744186,0.06520966440439224
55,0,0.08077328652143478,0.030847974121570587,0.047155849635601044,0.04173312708735466
57,0,0.0062926397658884525,0.04425213113427162,0.040128193795681,0.043691981583833694
58,0,0.350942462682724,0.1769479364156723,0.8826960921287537,0.06120681017637253
63,0,0.23040316998958588,0.22087295353412628,0.02780276909470558,0.030667534098029137
67,0,0.017704911530017853,0.08983561396598816,0.06253213435411453,0.05836654081940651
68,0,0.010084857232868671,0.1372268944978714,0.0700543075799942,0.04892166331410408
69,0,0.045173268765211105,0.05066675692796707,0.0657162219285965,0.05306562781333923
70,0,0.03678498789668083,0.07342489808797836,0.08699073642492294,0.06006389111280441
71,0,0.030210115015506744,0.0357968807220459,0.043719302862882614,0.04406921565532684
72,0,0.20477038621902466,0.5009442567825317,0.03820352628827095,0.05091627314686775
73,0,0.0432964488863945,0.34468892216682434,0.11767000705003738,0.04050974175333977
76,0,0.019088082015514374,0.08637669682502747,0.04942960664629936,0.05096367746591568
77,0,0.1616743803024292,0.0327545665204525,0.17753201723098755,0.06538918614387512
81,0,0.006971670314669609,0.03054356575012207,0.05924881249666214,0.05983119085431099
82,0,0.03626155108213425,0.027388542890548706,0.024480026215314865,0.0528956800699234
83,0,0.35471516847610474,0.2660714089870453,0.9435069561004639,0.7625001668930054
84,0,0.08727581799030304,0.06099765747785568,0.053761161863803864,0.05022016167640686
85,0,0.3784324526786804,0.2304966300725937,0.07937674969434738,0.07282526791095734
86,0,0.015241890214383602,0.024442583322525024,0.046538256108760834,0.053547509014606476
88,0,0.004464047960937023,0.1163182407617569,0.046114131808280945,0.048498429358005524
91,0,0.2860926389694214,0.08111591637134552,0.056942809373140335,0.05463603883981705
92,1,0.019928820431232452,0.4625203609466553,0.09034587442874908,0.05683586001396179
93,0,0.0013353877002373338,0.008122986182570457,0.041136015206575394,0.05083971843123436
94,0,0.3106205463409424,0.028116224333643913,0.03686855733394623,0.04290447384119034
95,0,0.004728573374450207,0.022762030363082886,0.04273395612835884,0.05916118621826172
98,0,0.14732947945594788,0.049477025866508484,0.03045184724032879,0.04458678886294365
99,0,0.014264702796936035,0.05033097788691521,0.05099378153681755,0.05584913119673729
101,0,0.1348751038312912,0.38330379128456116,0.06440363824367523,0.05953673645853996
102,0,0.031705424189567566,0.04940573498606682,0.04755416885018349,0.05664018914103508
104,0,0.020574044436216354,0.050254546105861664,0.045227378606796265,0.03842927888035774
105,0,0.07329464703798294,0.5371455550193787,0.05711806192994118,0.06362217664718628
106,0,0.04545486718416214,0.07778935134410858,0.030706727877259254,0.04523357003927231
107,0,0.00843084417283535,0.05654134228825569,0.02829044684767723,0.04341535270214081
108,0,0.022466540336608887,0.1481347382068634,0.10218992829322815,0.039942800998687744
110,0,0.021499404683709145,0.02307928539812565,0.03971220925450325,0.042374465614557266
111,0,0.012977234087884426,0.07621357589960098,0.04585208743810654,0.045775216072797775
112,0,0.009953359141945839,0.030553996562957764,0.05532871186733246,0.0449737086892128
113,0,0.3142988085746765,0.28001999855041504,0.20821663737297058,0.05580274760723114
116,0,0.008694163523614407,0.029657861217856407,0.11342807114124298,0.03589797765016556
118,0,0.13817860186100006,0.08777143806219101,0.045185841619968414,0.053132154047489166
120,0,0.007694503758102655,0.1314224749803543,0.08194659650325775,0.05018043518066406
121,0,0.004186320584267378,0.10927014797925949,0.04429721459746361,0.05247637256979942
123,0,0.04625379666686058,0.08325337618589401,0.46810269355773926,0.0638633742928505
124,0,0.08820357918739319,0.025046933442354202,0.03637111559510231,0.05085311457514763
125,0,0.029494978487491608,0.04311464726924896,0.05031472072005272,0.05545511096715927
126,1,0.11342279613018036,0.0975700244307518,0.05400656536221504,0.9579557776451111
127,0,0.026633452624082565,0.04602159559726715,0.0518459677696228,0.057372111827135086
128,0,0.0021320658270269632,0.06104159355163574,0.0390271358191967,0.05314715579152107
129,0,0.13688930869102478,0.07667088508605957,0.05066268518567085,0.04409611225128174
131,0,0.21716094017028809,0.18020842969417572,0.1524866372346878,0.08036131411790848
133,0,0.014313727617263794,0.1054888516664505,0.08451639860868454,0.04285881668329239
135,0,0.01740797981619835,0.1868312954902649,0.060101620852947235,0.06587877124547958
136,1,0.03672264888882637,0.01709187775850296,0.9926514029502869,0.9619855284690857
138,0,0.017742885276675224,0.23077815771102905,0.051346395164728165,0.0416630394756794
141,0,0.0059644198045134544,0.22533832490444183,0.03525453060865402,0.05085780844092369
142,0,0.53570556640625,0.6336546540260315,0.05692262575030327,0.21534492075443268
144,0,0.28055432438850403,0.7578908205032349,0.1213814914226532,0.04163670539855957
148,0,0.19781668484210968,0.18947219848632812,0.030485350638628006,0.08128922432661057
150,0,0.005146954674273729,0.019316162914037704,0.036749642342329025,0.05022681877017021
151,0,0.0004815462161786854,0.028819119557738304,0.043439995497465134,0.0388098806142807
154,1,0.7249893546104431,0.90958172082901,0.9790698885917664,0.9606662392616272
155,0,0.03369033709168434,0.048260655254125595,0.25734248757362366,0.05565043166279793
156,0,0.04838692769408226,0.43371760845184326,0.07498057931661606,0.038959603756666183
157,0,0.31315308809280396,0.13748112320899963,0.0292498841881752,0.050305016338825226
158,1,0.9798855185508728,0.6552108526229858,0.7771652936935425,0.9627776741981506
161,0,0.05089656263589859,0.017291497439146042,0.04992109537124634,0.050818707793951035
162,0,0.00689909141510725,0.07121367007493973,0.03424983471632004,0.05189508944749832
164,0,0.0274759940803051,0.029115982353687286,0.053885381668806076,0.0643162652850151
166,0,0.00247242976911366,0.10780923813581467,0.03188081830739975,0.051005687564611435
167,0,0.010899496264755726,0.004712951369583607,0.028719285503029823,0.053763508796691895
169,0,0.7731004357337952,0.3149299919605255,0.9979377388954163,0.9688956141471863
171,0,0.007490957155823708,0.03202978894114494,0.07165785133838654,0.04265289008617401
173,0,0.030052416026592255,0.026882324367761612,0.0358881875872612,0.05450594425201416
174,0,0.015779374167323112,0.03464873880147934,0.0364668034017086,0.04071005806326866
175,0,0.01157038751989603,0.018392616882920265,0.05833471193909645,0.04548279196023941
176,0,0.042077407240867615,0.056324172765016556,0.06883755326271057,0.06875191628932953
179,1,0.1978881061077118,0.4850647747516632,0.04855474829673767,0.9778140187263489
180,1,0.012319779023528099,0.3009297251701355,0.25851863622665405,0.1930234432220459
181,0,0.0080851586535573,0.18406325578689575,0.14139187335968018,0.12060979008674622
185,0,0.033943209797143936,0.021536439657211304,0.04171539098024368,0.05169931426644325
186,0,0.01314885076135397,0.016827519983053207,0.047127269208431244,0.054520394653081894
187,0,0.003405904397368431,0.2127482295036316,0.40716952085494995,0.07204273343086243
189,0,0.007825209759175777,0.03312521055340767,0.05148361250758171,0.05539200082421303
190,0,0.04728119447827339,0.06407704949378967,0.062116920948028564,0.06817427277565002
192,0,0.00048621947644278407,0.009641952812671661,0.04500827193260193,0.04483115300536156
193,0,0.11145961284637451,0.18659821152687073,0.3914259374141693,0.06175586208701134
195,0,0.24223817884922028,0.2801625430583954,0.188757061958313,0.05126700550317764
196,0,0.23720085620880127,0.7239397168159485,0.995081901550293,0.14751967787742615
197,0,0.05524378642439842,0.1725168228149414,0.2942785918712616,0.058811552822589874
199,0,0.0013449868420138955,0.039243098348379135,0.04751534387469292,0.04027608036994934
203,0,0.03879372775554657,0.09002042561769485,0.02718343958258629,0.038288794457912445
